loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
8525, 36 months,8.39%,268.68,B,B1,,n/a,RENT,33345,Source Verified,Current,credit_card,IN,22.59,1,Dec-88,0,14,,12,0,17603,75.20%,28,w,2083.31,Aug-18,0,26,0,17603,0,0,0,0,,0,,1,1,4191,75,23400,0,0,0,1,1600,3293,78.6,,327,8,8,1,8,79,,14,4,5,10,5,11,0,12,27,10,12,0,1,78.6,80,0,0,23400,17603,15400,0
5000, 36 months,12.99%,168.45,C,C2,Credit ,10+ years,RENT,70000,Source Verified,Fully Paid,debt_consolidation,NJ,21.16,2,Feb-76,1,19,,13,0,10455,63.80%,28,w,0,Jul-18,0,26,139,96741,2,2,2,2,4,36030,92,3,3,2876,85,16000,1,0,9,5,8795,674,94,113,481,2,2,2,2,19,2,19,2,3,6,4,11,5,10,21,6,13,0,5,57.7,100,0,0,140002,46485,6700,39002
15275, 60 months,19.53%,400.71,D,D5,Police Officer II,10+ years,MORTGAGE,69000,Verified,Current,debt_consolidation,HI,44.8,4,Feb-04,0,6,,9,0,17412,89.80%,24,w,7528.9,Aug-18,0,15,0,286644,0,2,0,0,34,76065,51,1,1,6724,65,19400,0,12,1,1,31849,1762,88.6,134,145,7,7,2,7,6,7,6,0,3,3,3,5,10,4,12,4,9,1,1,83.3,66.7,0,0,350060,93477,15400,121224
14000, 60 months,13.67%,323.37,C,C3,Foreman,10+ years,RENT,60000,Not Verified,Fully Paid,credit_card,VA,14.3,0,Jun-96,0,,,4,0,15691,65.10%,25,w,0,Jul-18,0,,0,24492,0,1,1,1,10,8801,88,0,2,7393,72,24100,0,3,0,3,6123,4676,75.5,90,237,19,10,0,24,,,,0,2,3,2,9,5,3,20,3,4,0,1,100,50,0,0,34100,24492,19100,10000
15000, 36 months,11.47%,494.43,B,B5,Manager,4 years,MORTGAGE,92000,Not Verified,Fully Paid,home_improvement,NH,11.45,0,May-90,0,,,5,0,15671,70.90%,24,w,0,Aug-18,0,,0,33665,0,1,0,1,13,17994,86,0,1,8381,78,22100,0,3,0,2,6733,6429,70.9,149,310,21,13,2,21,,,,0,4,4,4,10,10,4,12,4,5,0,0,100,25,0,0,43100,33665,22100,21000
10000, 36 months,8.39%,315.17,B,B1,Sales,3 years,MORTGAGE,70000,Not Verified,Fully Paid,debt_consolidation,TN,17.18,1,Feb-11,1,12,,11,0,7614,23.80%,17,w,0,May-18,0,,0,212775,3,2,2,3,5,37465,84,2,2,5045,59,32000,1,3,7,6,19343,7276,41.8,39,61,2,2,2,2,,0,,0,2,5,3,4,5,8,10,5,11,0,5,94.1,0,0,0,248249,45079,12500,44720
12500, 36 months,5.32%,376.44,A,A1,Administration,10+ years,MORTGAGE,96000,Verified,Current,debt_consolidation,GA,19.68,0,Jun-94,0,,,9,0,11467,18%,19,w,2952.12,Aug-18,0,35,93,254323,0,1,0,1,20,11369,57,0,1,11164,18,64450,0,0,0,2,31790,12490,18,20,261,22,20,1,22,,17,,0,6,6,14,14,1,6,17,2,8,0,0,100,0,0,0,372650,22836,62450,20000
5000, 36 months,10.75%,163.11,B,B4,Cash App Specialist ,4 years,MORTGAGE,30000,Not Verified,Current,credit_card,IN,10.8,1,Jun-96,1,18,67,9,1,4746,52.70%,19,w,1253.51,Aug-18,0,,0,46559,2,2,0,0,51,8624,94,3,5,1224,74,9000,0,0,4,5,5820,1978,50.5,154,237,4,4,1,4,,4,18,0,2,5,2,4,6,6,12,5,8,0,3,92.3,0,1,0,61700,13370,4000,9200
30000, 60 months,9.75%,633.73,B,B3,Owner,10+ years,OWN,80000,Verified,Current,debt_consolidation,TN,25.1,0,Jul-97,0,68,,10,0,20259,52.80%,16,w,17794.04,Aug-18,0,,0,149014,0,2,0,0,37,11711,44,0,1,8853,49,38400,0,0,0,1,16557,12141,62.5,135,224,16,16,4,16,,,,0,4,4,6,6,4,7,8,4,10,0,0,93.7,40,0,0,242957,31970,32400,60557
12000, 36 months,8.39%,378.2,B,B1,senior manager,8 years,RENT,48000,Not Verified,Current,debt_consolidation,CA,5.85,0,Nov-98,0,,88,7,1,8182,30.20%,13,w,2932.55,Aug-18,0,,0,8182,0,0,0,0,,0,,0,0,4211,30,27100,0,0,0,0,1169,9819,43.2,,208,38,38,0,50,,,,0,2,3,3,4,0,7,13,3,7,0,0,100,0,1,0,27100,8182,17300,0
12000, 60 months,14.46%,282.09,C,C4,Architect,10+ years,MORTGAGE,90000,Not Verified,Current,home_improvement,TN,18.05,0,Oct-03,0,,78,4,1,0,0%,24,w,7453.4,Aug-18,0,,0,181937,1,2,3,3,1,47461,93,0,0,0,92,400,1,3,3,4,45484,,,124,149,25,1,4,,,1,,0,0,0,0,4,13,1,7,0,4,0,3,100,,1,0,188393,47461,0,51193
10000, 36 months,5.32%,301.15,A,A1,Supervisor,10+ years,RENT,55000,Not Verified,Current,credit_card,IN,8.01,1,Feb-98,0,21,,16,0,9619,23.40%,29,w,2361.76,Aug-18,0,62,0,9619,0,0,0,1,23,0,,2,3,4750,23,41158,0,0,1,4,687,24200,23.9,118,217,11,11,0,11,62,0,21,1,5,9,10,19,2,16,27,9,16,0,2,93.1,0,0,0,41158,9619,31800,0
18000, 60 months,14.46%,423.14,C,C4,MANAGER,9 years,MORTGAGE,90000,Not Verified,Charged Off,debt_consolidation,NY,7,0,Feb-94,0,27,,5,0,5046,58%,7,w,0,Nov-17,0,29,0,121884,1,1,1,1,5,11062,87,0,0,556,75,8700,2,0,2,1,24377,244,69.5,102,114,49,5,1,114,,5,27,1,1,3,1,1,2,3,3,3,5,0,1,57.1,0,0,0,138234,16108,800,12690
20000, 60 months,19.53%,524.67,D,D5,Sr. Learning Consultant,10+ years,MORTGAGE,65000,Verified,Charged Off,debt_consolidation,OH,20.4,0,Apr-90,1,,,12,0,30707,69.30%,29,w,0,Feb-17,0,,3455,211863,2,1,0,0,27,10913,72,2,2,8011,70,44300,0,0,1,2,17655,21,99.9,183,311,4,4,2,4,,4,,0,5,6,5,12,3,9,24,6,12,0,2,100,100,0,0,254511,41620,22500,15241
17150, 36 months,18.99%,628.57,D,D4,Vice President,10+ years,RENT,50000,Verified,Fully Paid,debt_consolidation,CA,27,0,Dec-05,0,,,12,0,18204,57.40%,14,w,0,Aug-18,0,,0,31523,0,2,0,1,17,13319,44,0,1,3159,51,31700,0,4,1,2,2866,3607,75.8,123,75,13,13,0,37,,7,,0,5,7,5,5,4,10,10,7,12,0,0,100,60,0,0,61790,31523,14900,30090
21000, 36 months,9.75%,675.15,B,B3,SLP,< 1 year,RENT,95000,Source Verified,Current,debt_consolidation,CA,25.86,1,Aug-94,0,20,,11,0,34535,82.40%,41,w,5211.1,Sep-17,0,20,0,216872,0,2,0,0,30,182337,48,1,1,3944,68,41900,0,3,0,1,21687,5327,63,259,247,9,9,0,9,,,,1,4,8,4,6,29,9,11,8,11,1,1,97.4,50,0,0,238287,216872,14400,196387
6000, 36 months,11.99%,199.26,C,C1,Owner,10+ years,MORTGAGE,70000,Not Verified,Current,home_improvement,TX,33.6,0,Mar-92,0,34,,20,0,12048,51.30%,50,w,1340.59,Aug-18,0,,190,192921,0,9,2,4,8,180873,91,0,2,2905,81,23500,0,3,4,6,10154,5076,66.6,133,288,21,8,4,23,,5,,0,7,10,7,10,29,11,17,10,20,0,2,97.8,71.4,0,0,228779,192921,15200,205279
20000, 36 months,5.32%,602.3,A,A1,owner,10+ years,MORTGAGE,231487,Verified,Current,other,NJ,12.7,0,Sep-94,0,45,83,5,1,26248,71.10%,16,w,4723.51,Aug-18,0,,0,378267,0,2,0,1,13,33131,55,1,1,16494,61,36900,0,0,2,2,75653,2506,86.8,143,258,11,11,3,29,59,11,59,0,1,2,1,5,7,2,6,2,5,0,1,87.5,100,0,1,466454,59379,19000,59804
10000, 36 months,9.75%,321.5,B,B3,Parts Counter representative ,2 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,TX,9.09,2,Jan-06,0,13,,11,0,9163,30.90%,13,w,0,Aug-18,0,,296,9163,1,0,0,0,87,0,,4,6,3694,31,29700,0,0,0,6,833,13267,27.5,87,122,1,1,0,1,13,18,13,0,3,5,7,8,1,11,12,5,11,0,4,84.6,14.3,0,0,29700,9163,18300,0
21600, 60 months,8.39%,442.02,B,B1,Commercial Credit Underwriter III,5 years,MORTGAGE,79000,Verified,Fully Paid,debt_consolidation,GA,20.34,1,Sep-01,0,21,,10,0,53090,89%,23,w,0,Apr-18,0,,0,432544,0,1,0,0,34,15089,47,0,1,6987,89,59400,0,0,2,2,54068,6900,97,132,174,21,9,3,44,,9,,0,3,5,9,9,7,5,14,5,8,0,1,96,100,0,0,474150,33570,13800,32380
19800, 60 months,14.46%,465.45,C,C4,Engineer-Power Plant,8 years,MORTGAGE,55000,Verified,Fully Paid,debt_consolidation,AZ,24.17,1,May-95,0,7,,15,0,13352,30.70%,27,w,0,Aug-18,0,64,0,23396,2,1,0,1,21,8165,54,4,7,1466,36,43500,2,1,2,9,1671,8521,25.3,190,250,0,0,3,0,,7,7,1,4,9,6,8,5,13,16,9,15,0,5,92.3,0,0,0,65548,23396,11400,15050
10000, 36 months,9.16%,318.75,B,B2,Teacher,10+ years,RENT,94722,Not Verified,Current,debt_consolidation,CA,19.93,0,Feb-99,0,,,11,0,7297,76.80%,28,w,2464.3,Aug-18,0,,0,172313,0,9,1,3,8,165016,110,0,1,6956,108,9500,0,1,0,4,15665,1044,86.9,156,205,19,8,0,46,,19,,0,1,2,1,6,19,2,9,2,11,0,1,100,100,0,0,168683,172313,8000,159183
11425, 36 months,5.32%,344.07,A,A1,Paraprofessional,1 year,RENT,34000,Not Verified,Current,debt_consolidation,MN,31.42,0,Sep-04,0,,,17,0,11665,32.10%,32,w,1816.56,Aug-18,0,,0,42988,0,6,0,1,23,31323,63,0,2,5936,50,36300,2,0,0,3,3307,14545,44.5,138,127,21,21,0,21,,21,,0,3,4,3,7,15,11,17,4,17,0,0,100,33.3,0,0,86214,42988,26200,49914
17800, 60 months,16.29%,435.61,D,D1,Administrative assisant,5 years,RENT,45375,Source Verified,Current,debt_consolidation,ME,19.49,0,Dec-04,1,,,5,0,17026,94.10%,8,w,11245.62,Aug-18,0,,0,20379,0,1,0,0,28,3353,26,0,2,5446,65,18100,1,1,1,2,4076,1074,94.1,135,96,18,18,0,18,,5,,0,4,4,4,5,2,4,6,4,5,0,0,100,100,0,0,31177,20379,18100,13077
4800, 36 months,9.75%,154.32,B,B3,owner,3 years,RENT,50000,Source Verified,Fully Paid,house,NJ,4.34,0,Apr-07,1,,,6,0,4124,26.10%,22,w,0,Jul-17,0,,0,4124,0,0,1,2,10,0,,0,0,2000,26,15800,4,0,5,2,687,10376,28.4,103,107,25,10,0,25,,2,,0,4,4,5,8,10,6,12,4,6,0,1,100,0,0,0,15800,4124,14500,0
8000, 36 months,5.32%,240.92,A,A1,administrative assistant,2 years,RENT,49000,Source Verified,Current,other,CA,15.8,0,Mar-11,1,,,10,0,2040,10%,11,w,1889.4,Aug-18,0,,0,19432,0,2,0,0,30,17287,51,1,2,1077,36,20300,0,0,1,2,1943,15594,10.9,31,60,8,8,0,8,,0,,0,3,5,4,4,2,7,8,5,10,0,1,100,0,0,0,54599,19432,17500,33680
30000, 60 months,21.97%,828.06,E,E4,WAREHOUSE MANAGER,4 years,MORTGAGE,70000,Source Verified,Charged Off,other,NJ,1.56,0,Jun-07,0,29,,8,0,2172,7.20%,17,w,0,Aug-18,0,29,0,159705,4,0,0,0,32,0,,4,6,2129,7,30000,0,0,3,8,22815,27128,7.4,95,105,4,4,2,4,29,3,29,2,2,2,5,7,6,7,9,2,8,0,6,88.2,20,0,0,189035,2172,29300,0
13600, 60 months,11.47%,298.9,B,B5,President,9 years,RENT,85000,Verified,Current,debt_consolidation,PA,33.4,0,Sep-97,0,,,14,0,37269,41.70%,32,w,6930.32,Aug-18,0,,0,352406,0,2,0,2,16,62217,58,3,3,12550,45,89300,0,0,1,5,27108,17220,63.3,150,222,10,10,1,11,,11,,0,3,7,3,11,6,11,25,7,14,0,3,100,33.3,0,0,440940,99486,46900,77880
21000, 60 months,18.25%,536.13,D,D3,Dental Hygienist,10+ years,RENT,80000,Not Verified,Current,debt_consolidation,MA,19.31,0,May-85,0,59,,11,0,22867,68.70%,26,w,13503.73,Aug-18,0,59,0,47899,0,1,1,1,9,25032,87,0,2,3024,77,33300,1,0,5,3,4354,376,95.3,146,370,20,9,0,20,59,9,59,5,4,10,4,7,2,10,23,10,11,0,1,76.9,100,0,0,62183,47899,8000,28883
10000, 36 months,11.47%,329.62,B,B5,Office Manager,8 years,MORTGAGE,60000,Verified,Current,renewable_energy,CA,30.52,1,Jul-01,1,3,71,8,1,7270,87%,16,w,2531.15,Aug-18,0,,0,309689,0,4,1,2,8,42451,60,0,0,4489,87,8400,0,0,3,2,38711,3200,97,176,128,29,8,1,70,,0,,0,2,3,2,2,12,3,3,3,8,0,1,94,100,1,0,359466,49721,6400,71254
5000, 36 months,9.75%,160.75,B,B3,Assistant Manager,5 years,RENT,30000,Source Verified,Current,debt_consolidation,DC,3.16,0,Apr-08,0,,,2,0,3560,77.40%,2,w,1089.55,Aug-18,0,,0,3560,0,0,0,0,,0,,0,1,3291,77,4600,0,0,1,1,1780,609,84.4,,95,18,18,0,95,,12,,0,1,2,1,1,0,2,2,2,2,0,0,100,100,0,0,4600,3560,3900,0
3000, 36 months,17.27%,107.37,D,D2,home help aid,10+ years,RENT,21000,Source Verified,Charged Off,debt_consolidation,NY,13.77,0,Jul-10,0,,,4,0,6837,84.40%,4,w,0,Jul-18,0,,0,8932,0,1,1,1,9,2095,84,0,0,6309,84,8100,1,0,1,1,2233,238,96.6,9,68,49,9,0,49,,9,,0,2,3,2,2,1,3,3,3,4,0,1,100,100,0,0,10600,8932,7000,2500
9000, 36 months,13.67%,306.16,C,C3,Manager,7 years,RENT,84000,Verified,Charged Off,debt_consolidation,CA,11.5,0,Oct-00,1,54,,12,0,9738,44.90%,23,w,0,Apr-18,0,54,0,29027,2,1,2,5,2,19289,81,7,7,3456,64,21700,4,4,3,12,2419,10126,48.6,135,185,5,2,0,7,,2,,1,7,8,7,10,8,11,14,8,12,0,9,95.7,28.6,0,0,45552,29027,19700,23852
4000, 36 months,5.32%,120.46,A,A1,Securities Specialist ,10+ years,MORTGAGE,47000,Source Verified,Fully Paid,debt_consolidation,MN,1.89,0,Oct-02,0,,,12,0,2620,4.30%,22,w,0,Sep-17,0,,0,118958,0,0,0,0,67,0,,0,1,1911,4,61100,0,0,0,1,9913,46908,5.2,148,161,19,19,2,19,,,,0,3,4,8,12,4,11,16,4,12,0,0,100,0,0,0,196000,2620,49500,0
19200, 60 months,19.99%,508.58,E,E1,Program Manager,< 1 year,MORTGAGE,125000,Verified,Current,debt_consolidation,TX,27.5,3,Dec-90,2,3,,12,0,11611,83.50%,52,w,13973,Aug-18,0,13,0,360519,2,5,2,5,5,51280,61,2,4,5352,66,13900,8,3,4,9,30043,995,86.4,123,303,1,1,3,1,23,1,20,6,2,5,3,18,20,6,29,5,12,2,4,86.3,33.3,0,0,409668,62891,7300,95928
35000, 60 months,18.99%,907.73,D,D4,msnager,10+ years,OWN,100000,Verified,Charged Off,debt_consolidation,IN,39.89,0,Nov-94,0,,,21,0,97374,67.80%,45,w,0,Aug-18,0,,0,324098,0,2,0,1,23,19250,43,1,1,19432,62,143600,2,1,2,3,16205,41726,69.2,141,256,8,8,4,29,,8,,0,12,13,13,21,11,17,30,13,21,0,2,100,61.5,0,0,398581,116624,135600,45275
3000, 36 months,11.99%,99.63,C,C1,RN,10+ years,RENT,65000,Not Verified,Current,debt_consolidation,MD,34.86,1,Mar-81,1,9,,19,0,30538,56.10%,47,w,762.31,Aug-18,0,64,6593,49348,3,4,2,3,3,18810,73,1,4,8345,62,54400,0,5,1,7,2742,9019,69.2,121,420,2,2,0,2,64,3,9,5,5,11,5,14,10,15,37,11,19,0,3,87,60,0,0,80010,49348,29300,25610
4025, 36 months,21.97%,153.66,E,E4,Office manager,10+ years,MORTGAGE,51000,Source Verified,Current,debt_consolidation,CT,40.02,0,Sep-97,0,68,71,21,1,50007,81.30%,34,w,1135.51,Aug-18,0,79,0,233430,2,2,0,1,13,20816,60,2,4,4060,74,61500,0,0,0,5,11116,2279,81,97,150,3,3,3,3,79,23,79,5,5,14,5,9,6,17,24,14,20,0,2,86.7,60,0,0,288477,71001,12000,34497
15500, 36 months,8.39%,488.51,B,B1,Manager,10+ years,RENT,130000,Source Verified,Current,credit_card,CA,14.5,0,Jan-01,0,,,13,0,26248,57.70%,30,w,3787.82,Aug-18,0,,0,76429,2,2,1,3,4,50181,88,1,2,8754,75,45500,1,3,1,5,5879,7208,73.3,130,182,4,4,0,21,,2,,0,5,7,5,11,10,11,20,7,13,0,2,100,60,0,0,102415,76429,27000,56915
15000, 36 months,5.32%,451.73,A,A1,Owner,10+ years,MORTGAGE,50000,Not Verified,Current,home_improvement,NC,15.1,0,Sep-97,0,,,10,0,32673,39.50%,26,w,2317.65,Aug-18,0,,0,99309,0,1,0,0,42,8235,34,0,3,2923,38,82800,1,1,1,3,11034,27957,18.5,164,222,18,18,2,18,,11,,0,3,4,4,10,5,8,19,4,10,0,0,100,0,0,0,214815,40908,34300,24015
1000, 36 months,19.99%,37.16,E,E1,Server,9 years,RENT,80000,Source Verified,Current,moving,CA,9.11,0,Sep-07,2,26,40,7,1,2200,40%,11,f,280.91,Aug-18,0,37,0,23583,3,2,2,2,3,21383,97,1,3,1821,86,5500,3,0,3,5,3369,3300,40,102,94,3,3,0,3,26,3,26,1,5,5,5,5,6,5,5,5,7,0,3,63.6,0,0,1,27572,23583,5500,22072
9000, 36 months,9.75%,289.35,B,B3,License technician ,3 years,RENT,36000,Not Verified,Fully Paid,credit_card,GA,17.11,0,Jul-08,1,,,22,0,4508,19.60%,32,w,0,Aug-18,0,,227,45945,1,12,0,1,19,41437,96,2,3,2610,70,23000,2,2,2,4,2088,16190,20.6,89,92,3,3,0,3,,6,,0,4,5,8,9,15,10,17,5,22,0,2,100,25,0,0,66000,45945,20400,43000
18125, 36 months,15.31%,631.07,C,C5,First Vice President,10+ years,MORTGAGE,230000,Verified,Current,debt_consolidation,IL,9.33,0,Feb-99,4,45,,16,0,16453,61%,25,f,4836.8,Aug-18,0,65,0,313889,4,2,1,2,10,31687,82,6,12,3333,61,26950,0,1,5,14,19618,1594,56,165,181,2,2,2,2,,0,,0,8,13,9,10,6,13,15,13,16,0,7,84,0,0,0,345877,48140,12750,38822
11000, 36 months,6.97%,339.5,A,A3,Manager,9 years,MORTGAGE,130000,Not Verified,Fully Paid,home_improvement,VA,10.99,0,Aug-98,0,27,74,14,1,11413,56.80%,25,w,0,Sep-17,0,34,0,305537,1,5,1,3,12,34653,9,1,3,3488,40,20100,1,0,2,6,21824,2933,79.3,211,143,2,2,1,14,27,12,27,5,5,6,5,8,12,8,12,6,14,0,2,72,60,0,0,411226,46066,14200,51126
7000, 36 months,11.47%,230.74,B,B5,Maintenance ,< 1 year,RENT,26000,Verified,Current,other,CA,34.12,0,May-06,0,,,7,0,3530,50.40%,19,w,768.68,Aug-18,0,,0,30242,1,2,1,2,4,26712,85,2,4,1948,79,7000,0,0,1,6,4320,52,97.4,118,113,7,4,0,16,,7,,0,1,4,1,2,6,5,13,4,7,0,3,100,100,0,0,38452,30242,2000,31452
16000, 36 months,15.31%,557.08,C,C5,sales manager,2 years,RENT,35100,Verified,Current,debt_consolidation,NY,13.95,0,Apr-05,2,,,12,0,14678,37.80%,16,w,4213.25,Aug-18,1,,339,14678,2,0,0,0,,0,,3,6,6728,38,38800,0,0,2,6,1223,18822,43.8,,131,2,2,0,2,,0,,0,6,6,8,12,0,12,16,6,12,0,3,100,25,0,0,38800,14678,33500,0
24000, 60 months,14.46%,564.18,C,C4,Bellman,10+ years,RENT,75000,Source Verified,Current,debt_consolidation,NY,8.44,0,Jun-92,1,,,6,0,23281,92.40%,16,w,14906.8,Aug-18,0,,0,23281,0,0,0,0,,0,,0,4,6504,92,25200,0,0,1,4,3880,687,97.1,,285,14,14,0,59,,4,,0,5,6,5,7,0,6,16,6,6,0,0,100,100,0,0,25200,23281,23400,0
7000, 36 months,11.47%,230.74,B,B5,Technician,2 years,OWN,34000,Source Verified,Charged Off,debt_consolidation,GA,12.85,1,Aug-08,0,15,,7,0,7698,65.20%,14,w,0,Sep-17,0,,80,9341,0,1,0,0,27,1643,34,0,0,1956,56,11800,0,0,0,0,1334,2054,77.4,71,91,25,25,0,33,,,15,0,5,6,5,7,4,6,10,6,7,0,0,92.3,60,0,0,16600,9341,9100,4800
11725, 36 months,17.27%,419.61,D,D2,Distance Learning Specialist,1 year,MORTGAGE,82000,Verified,Current,other,MD,21.84,0,Nov-97,2,,73,20,1,14850,27%,22,w,3151.07,Aug-18,0,36,1681,298834,3,7,0,0,39,30534,67,9,9,4856,27,55530,0,0,4,10,14941,4583,32,220,114,3,3,1,3,,4,,0,10,12,11,11,8,12,13,6,20,0,10,100,40,0,0,357597,45384,45830,45667
25000, 60 months,9.75%,528.11,B,B3,Developmental Therapist,5 years,MORTGAGE,70000,Not Verified,Charged Off,medical,IL,20.08,0,Dec-95,1,47,,27,0,12163,35.70%,54,w,0,Jul-18,0,73,0,267019,2,19,0,0,33,192897,98,4,4,7132,88,34100,0,0,1,4,9890,20431,36.4,155,224,3,3,1,6,,6,73,1,4,5,5,8,38,6,14,5,27,0,4,94,20,0,0,351645,205060,32100,213532
24000, 60 months,12.99%,545.96,C,C2,President,2 years,MORTGAGE,112000,Not Verified,Current,debt_consolidation,UT,23.52,0,Mar-01,0,32,,13,0,16240,58.80%,18,w,14698.91,Aug-18,0,,0,348414,0,5,2,3,11,74022,69,0,0,5428,67,27600,2,1,2,3,26801,8902,63.7,147,180,29,11,5,29,32,11,32,0,5,6,6,6,6,7,7,6,13,0,2,94.4,33.3,0,0,411264,90262,24500,107064
10000, 36 months,7.89%,312.86,A,A5,Security Officer ,10+ years,RENT,55000,Source Verified,Charged Off,debt_consolidation,IL,22.28,0,Jun-86,0,,,9,0,16990,90.40%,18,w,0,May-17,0,,0,30746,0,3,1,2,10,13756,57,0,0,5285,71,18800,0,0,0,4,3416,1810,90.4,141,357,32,10,0,32,,,,0,4,4,4,9,7,4,9,4,9,0,1,100,100,0,0,43547,30746,18800,24186
20000, 36 months,16.29%,706.01,D,D1,UI/UX Designer,1 year,RENT,135000,Verified,Current,credit_card,CA,11.5,0,Aug-08,1,,,8,0,20481,96.60%,9,f,4684.18,Aug-18,0,,0,38810,1,3,1,1,10,18329,65,1,2,9867,78,21200,1,0,3,3,4851,719,96.6,91,73,6,6,0,6,,6,,0,5,5,5,5,4,5,5,5,8,0,2,100,100,0,0,49562,38810,21200,28362
8500, 36 months,8.39%,267.9,B,B1,Logistics Manager,4 years,OWN,48000,Source Verified,Current,debt_consolidation,AZ,22.4,0,Aug-07,1,,,14,0,15121,43.80%,27,w,2076.97,Aug-18,0,,0,50445,3,7,0,1,14,35324,100,2,2,4363,72,34500,0,0,2,4,3603,7267,53.1,101,103,1,1,1,50,,1,,0,2,4,3,4,16,7,10,4,14,0,3,100,33.3,0,0,69750,50445,15500,35250
28000, 36 months,8.39%,882.47,B,B1,flamecutting leadman,10+ years,OWN,68000,Source Verified,Current,credit_card,WI,23.74,0,Dec-93,0,27,,8,0,26101,74.40%,12,w,6842.51,Aug-18,0,,58,217946,0,2,0,1,21,13797,47,0,2,21780,62,35100,1,0,1,3,27243,8873,73.6,134,250,19,19,3,19,,4,,0,2,3,3,3,4,4,4,3,8,0,0,83.3,66.7,0,0,255425,39898,33600,29473
20000, 36 months,11.47%,659.24,B,B5,Senior Policy Analyst,10+ years,RENT,52000,Verified,Fully Paid,debt_consolidation,TX,19.35,0,Sep-80,1,,,6,0,21871,80.40%,12,w,0,Aug-18,0,,0,36026,1,1,0,0,33,14155,58,1,1,11384,70,27200,0,0,1,1,6004,355,98.1,42,426,6,6,0,6,,6,,0,3,5,3,7,2,5,10,5,6,0,1,100,100,0,0,51664,36026,18300,24464
24550, 60 months,13.67%,567.05,C,C3,BOOKEEPPER,10+ years,MORTGAGE,60000,Not Verified,Current,debt_consolidation,CA,17.81,0,Feb-90,1,,,10,0,41994,42.40%,16,w,15134.37,Aug-18,0,,0,405161,1,0,0,0,79,0,,1,3,25057,42,99100,3,1,1,3,50645,54296,42.8,79,313,6,6,4,6,,1,,0,3,5,5,7,1,9,11,5,10,0,1,100,20,0,0,480200,41994,95000,0
10000, 36 months,12.99%,336.9,C,C2,,n/a,MORTGAGE,35000,Verified,Charged Off,debt_consolidation,CA,17.42,0,Dec-93,1,,,5,0,4137,33.40%,12,w,0,Aug-18,0,,0,117617,2,1,0,1,22,20428,74,2,3,2481,61,12400,0,0,1,4,23523,1019,70.9,245,114,4,4,4,4,,6,,0,1,3,1,2,4,3,4,3,5,0,2,100,0,0,0,139335,24565,3500,27770
30000, 36 months,7.39%,931.68,A,A4,IT DEVELOPER,3 years,RENT,85000,Source Verified,Fully Paid,debt_consolidation,GA,12.52,1,Mar-94,0,13,,8,0,8715,54.80%,29,w,0,Jul-17,0,17,0,21861,1,2,0,0,26,11187,41,1,1,4161,46,15900,0,0,1,1,2733,6885,55.9,182,264,4,4,1,4,13,8,13,1,4,4,4,14,10,5,18,4,8,1,1,79.3,25,0,0,62447,19902,15600,27649
14000, 60 months,21.18%,380.17,E,E3,Assistant manager ,< 1 year,RENT,35000,Verified,Fully Paid,debt_consolidation,CA,20.1,0,Nov-10,0,,,7,0,8007,49.40%,11,w,0,May-18,0,,0,16308,1,2,0,1,19,8301,58,1,2,5922,54,16200,1,0,0,3,2330,2978,66.5,40,64,3,3,0,3,,19,,0,1,3,2,3,4,5,7,3,7,0,1,100,50,0,0,30426,16308,8900,14226
1200, 36 months,11.47%,39.56,B,B5,waiter,8 years,RENT,44000,Not Verified,Current,major_purchase,FL,12.08,0,Oct-01,0,,,4,0,4855,48.10%,9,w,303.06,Aug-18,0,,726,20079,2,1,1,2,2,15224,99,1,1,2917,79,10100,1,1,0,3,5020,4360,51.6,21,173,3,2,0,29,,21,,0,2,3,2,4,2,3,7,3,4,0,2,100,0,0,0,25525,20079,9000,15425
